defect4j_bug_id;project;repository_link;bugfix_commit;pathbugfix;linebugfix;bugintroducingchange_commit;defect4j_patches_path
16;mockito;https://github.com/mockito/mockito;620f8faed0ad132961aae3a8671120e0929ce828;src/org/mockito/internal/MockitoCore.java;34;b10d431ad21e1402f9dc8d56af84aa9768b6a182;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
16;mockito;https://github.com/mockito/mockito;620f8faed0ad132961aae3a8671120e0929ce828;src/org/mockito/internal/stubbing/defaultanswers/ReturnsMocks.java;36;c69a4d39130e291b56131fdf03c807b48be77eab;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
16;mockito;https://github.com/mockito/mockito;620f8faed0ad132961aae3a8671120e0929ce828;src/org/mockito/Mockito.java;827;c69a4d39130e291b56131fdf03c807b48be77eab;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
17;mockito;https://github.com/mockito/mockito;77cb2037314dd024eb53ffe2e9e06304088a2d53;src/org/mockito/internal/creation/MockSettingsImpl.java;25;c3cbb49a9183fb18310e83997cb75405c9062b04;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
17;mockito;https://github.com/mockito/mockito;77cb2037314dd024eb53ffe2e9e06304088a2d53;src/org/mockito/internal/creation/MockSettingsImpl.java;77;c3cbb49a9183fb18310e83997cb75405c9062b04;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
17;mockito;https://github.com/mockito/mockito;77cb2037314dd024eb53ffe2e9e06304088a2d53;src/org/mockito/internal/util/MockUtil.java;42;04ec6455e29eb5aeb724a9b9395ce03bf2ab0765;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/FinalMockCandidateFilter.java;23;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/MockCandidateFilter.java;15;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/NameBasedCandidateFilter.java;22;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/NameBasedCandidateFilter.java;30;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/NameBasedCandidateFilter.java;32;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/TypeBasedCandidateFilter.java;20;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/filter/TypeBasedCandidateFilter.java;28;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
19;mockito;https://github.com/mockito/mockito;110ffa80070bf54ab8efabdaaa27b193a93d6128;src/org/mockito/internal/configuration/injection/PropertyAndSetterInjection.java;114;377de51ddf90e01c50646f34e353bbf01844c677;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
20;mockito;https://github.com/mockito/mockito;7616cd17d5e1dc7c3dee080c6969183821d4797a;src/org/mockito/internal/creation/bytebuddy/ByteBuddyMockMaker.java;33;2b2b2041e2e92595a7172be914bc28c37b02e5e5;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
20;mockito;https://github.com/mockito/mockito;7616cd17d5e1dc7c3dee080c6969183821d4797a;src/org/mockito/internal/creation/bytebuddy/ByteBuddyMockMaker.java;48;6037ce651d1e7dc718a6f078f5506e900d4ace55;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
21;mockito;https://github.com/mockito/mockito;8912aa176ea8414c2fc57df0d9b030b918630e9f;src/org/mockito/internal/creation/instance/ConstructorInstantiator.java;17;24bdec918dddef8e7eae4b1c68533c04327ff104;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
21;mockito;https://github.com/mockito/mockito;8912aa176ea8414c2fc57df0d9b030b918630e9f;src/org/mockito/internal/creation/instance/ConstructorInstantiator.java;20;24bdec918dddef8e7eae4b1c68533c04327ff104;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
21;mockito;https://github.com/mockito/mockito;8912aa176ea8414c2fc57df0d9b030b918630e9f;src/org/mockito/internal/creation/instance/ConstructorInstantiator.java;22;016386354024cc9f76a11553ebdbc34afd44df6b;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
21;mockito;https://github.com/mockito/mockito;8912aa176ea8414c2fc57df0d9b030b918630e9f;src/org/mockito/internal/creation/instance/ConstructorInstantiator.java;23;016386354024cc9f76a11553ebdbc34afd44df6b;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
22;mockito;https://github.com/mockito/mockito;d0c872e4b0837aef1e1635bf5f15d33c3d8d9698;src/org/mockito/internal/matchers/Equality.java;13;8717814f2e075927e4058d91ba746f4d9ec54dcc;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
23;mockito;https://github.com/mockito/mockito;82935114a09390cbab0c6b6df9b6fd6788bf55d9;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;44;00b5122c24e3d9ab1db23743b213d620fd0d8a1d;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
23;mockito;https://github.com/mockito/mockito;82935114a09390cbab0c6b6df9b6fd6788bf55d9;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;45;631be0509a3008f0134438d313a7f4f8d5e8f122;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
23;mockito;https://github.com/mockito/mockito;82935114a09390cbab0c6b6df9b6fd6788bf55d9;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;112;cf7f7cc55e979ed70bae92e77e08b0de301ba65f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
24;mockito;https://github.com/mockito/mockito;c17169c2cbb0b3d055d64ec2c4859122ca919c42;src/org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues.java;76;db1c0c1f6eae25857faa9b503e004d3d06c00867;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;39;cf7f7cc55e979ed70bae92e77e08b0de301ba65f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;42;cf7f7cc55e979ed70bae92e77e08b0de301ba65f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;54;4377477f7f55e45b1ee1a73680e503f6dc49d135;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;57;4377477f7f55e45b1ee1a73680e503f6dc49d135;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;58;cf7f7cc55e979ed70bae92e77e08b0de301ba65f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
25;mockito;https://github.com/mockito/mockito;a6ccf070a267e0a165b8efaaefa8938e787bb6a0;src/org/mockito/internal/stubbing/defaultanswers/ReturnsDeepStubs.java;59;cf7f7cc55e979ed70bae92e77e08b0de301ba65f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
26;mockito;https://github.com/mockito/mockito;af44738c7de74f24e37ea0c1242e73b07c3f4362;src/org/mockito/internal/util/Primitives.java;66;c01c0aa8acfe7d461e1d3959226c8433678bd69b;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
27;mockito;https://github.com/mockito/mockito;a8ec4fa290bc1cdde060218d6bb811ac1fa6da6f;src/org/mockito/internal/util/MockUtil.java;69;5fce176e6ffff16abe3eefad2eb71833c6b0401d;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
27;mockito;https://github.com/mockito/mockito;a8ec4fa290bc1cdde060218d6bb811ac1fa6da6f;src/org/mockito/internal/util/MockUtil.java;70;c427a8fc30b63e8666ee45d86fc4e31e50a000d5;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
28;mockito;https://github.com/mockito/mockito;0464f5657dc8c76a4ff209a2cf7fd6312885cdc3;src/org/mockito/internal/configuration/DefaultInjectionEngine.java;72;77c6703f60d87b88b0e5b175b8fb0462483a8f69;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
29;mockito;https://github.com/mockito/mockito;918f0a5aed6454b307004b6c9c86afc8e96353ff;src/org/mockito/internal/matchers/Same.java;29;bf4eec3e73c82a3eff75acce0921f766a33f535f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
30;mockito;https://github.com/mockito/mockito;3c924f80a4db3692a13341f0da4517052ab77a2a;src/org/mockito/exceptions/Reporter.java;438;a71ecd65ffe6de5f1ac44de78c2b6c36f8a47d6f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
30;mockito;https://github.com/mockito/mockito;3c924f80a4db3692a13341f0da4517052ab77a2a;src/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java;56;a71ecd65ffe6de5f1ac44de78c2b6c36f8a47d6f;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
31;mockito;https://github.com/mockito/mockito;62b6bdf44baeee172b2b1684835fb995bad2a47d;src/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls.java;52;65d31f4c035b7c2fd869785412ecc7a81a9ba220;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
32;mockito;https://github.com/mockito/mockito;4f7060cc54bb50292ccfbf3b9fca27f0282abf51;src/org/mockito/internal/configuration/SpyAnnotationEngine.java;48;32755003f012e4369c3bb812a1f6e83b4223bf1d;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
33;mockito;https://github.com/mockito/mockito;5cb37751c0aba81d025dc5fe4f2f9a3bf86cc958;src/org/mockito/internal/invocation/InvocationMatcher.java;93;fb99122f85627ea07de33a38c8f125d0dcd867ce;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
34;mockito;https://github.com/mockito/mockito;e8cebe01abae49a09aadd6a26c6f7e2f90e5e772;src/org/mockito/internal/invocation/InvocationMatcher.java;106;b88d360b3f81de86a0dc4bfa903473a35ba7d795;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
35;mockito;https://github.com/mockito/mockito;27a2f515197d4688c4df82afb791bf8ce20a5504;src/org/mockito/Matchers.java;362;bbd8d3c553d699cd7b4761b69c2a15924575f12a;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
35;mockito;https://github.com/mockito/mockito;27a2f515197d4688c4df82afb791bf8ce20a5504;src/org/mockito/Matchers.java;479;bbd8d3c553d699cd7b4761b69c2a15924575f12a;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
35;mockito;https://github.com/mockito/mockito;27a2f515197d4688c4df82afb791bf8ce20a5504;src/org/mockito/Matchers.java;516;bbd8d3c553d699cd7b4761b69c2a15924575f12a;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
38;mockito;https://github.com/mockito/mockito;c1f2c4e6b5bab4cfc004f22999e11e8ac140d377;src/org/mockito/internal/verification/argumentmatching/ArgumentMatchingTool.java;48;a10d9c323124ca47f7d57d4545f4d9f5587f7da5;https://github.com/rjust/defects4j/tree/master/framework/projects/Mockito/patches
1;joda-time;https://github.com/JodaOrg/joda-time;9a62b06be5d0df8e833ff8583398cca386608cac;src/main/java/org/joda/time/field/UnsupportedDurationField.java;227;8612f9e5b88c1bea933ef9ab1e431f5db3006b48;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
1;joda-time;https://github.com/JodaOrg/joda-time;9a62b06be5d0df8e833ff8583398cca386608cac;src/main/java/org/joda/time/field/UnsupportedDurationField.java;228;8612f9e5b88c1bea933ef9ab1e431f5db3006b48;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
1;joda-time;https://github.com/JodaOrg/joda-time;9a62b06be5d0df8e833ff8583398cca386608cac;src/main/java/org/joda/time/Partial.java;221;b86efe73e72ece8e5ceeed48d05228aa1725c9ad;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
2;joda-time;https://github.com/JodaOrg/joda-time;8612f9e5b88c1bea933ef9ab1e431f5db3006b48;src/main/java/org/joda/time/Partial.java;218;b86efe73e72ece8e5ceeed48d05228aa1725c9ad;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;640;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;661;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;682;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;703;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;724;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;765;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;786;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;817;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
3;joda-time;https://github.com/JodaOrg/joda-time;8d109fe1a999a11b4557536dd96f9210460a5936;src/main/java/org/joda/time/MutableDateTime.java;848;7fe68f297f7c372b515fde7f0bc8d721ec257ceb;https://github.com/rjust/defects4j/tree/master/framework/projects/Time/patches
